main_uberon_id,mesh_ids,umls_ids
UBERON:0001770,,"C0459631 {source=""ncithesaurus:Lacrimal_Canaliculus""}"
UBERON:0001771,D011680,"C0034121 {source=""ncithesaurus:Pupil""}"
UBERON:0001772,D019573,"C0459875 {source=""ncithesaurus:Corneal_Epithelium""}"
UBERON:0001773,D012590,"C0036410 {source=""ncithesaurus:Sclera""}"
UBERON:0001775,D002924,"C0008779 {source=""ncithesaurus:Ciliary_Body""}"
UBERON:0001776,D002829,"C0008520 {source=""ncithesaurus:Choroid""}"
UBERON:0001777,D003319,"C0010040 {source=""ncithesaurus:Corneal_Stroma""}"
UBERON:0001778,,"C0459736 {source=""ncithesaurus:Ciliary_Epithelium""}"
UBERON:0001780,D013127,"C0037941 {source=""ncithesaurus:Spinal_Nerve""}"
UBERON:0001781,,"C0459649 {source=""ncithesaurus:Retina_Layer""}"
UBERON:0001782,,"C0035322 {source=""ncithesaurus:Retinal_Pigment_Epithelium""}"
UBERON:0001783,D009898,"C0029127 {source=""ncithesaurus:Optic_Disc""}"
UBERON:0001785,D003391,"C0010268 {source=""BIRNLEX:1623"", source=""ncithesaurus:Cranial_Nerve""},C1269897 {source=""BIRNLEX:1623""}"
UBERON:0001786,D005584,"C0016622 {source=""ncithesaurus:Fovea_Centralis"", source=""BIRNLEX:2543""},C0450290 {source=""BIRNLEX:2543""}"
UBERON:0001787,,"C0229206 {source=""ncithesaurus:Layer_of_the_Rods_and_Cones""}"
UBERON:0001788,,"C1518685 {source=""ncithesaurus:Outer_Limiting_Membrane""}"
UBERON:0001789,,"C0229210 {source=""ncithesaurus:Outer_Nuclear_Layer_of_Retina""}"
UBERON:0001790,,"C0229217 {source=""ncithesaurus:Outer_Plexiform_Layer""}"
UBERON:0001791,,"C0229211 {source=""ncithesaurus:Inner_Nuclear_Layer""}"
UBERON:0001794,,"C1512783 {source=""ncithesaurus:Inner_Limiting_Membrane""}"
UBERON:0001795,,"C0229221 {source=""ncithesaurus:Inner_Plexiform_Layer""}"
UBERON:0001796,D001082,"C0003662 {source=""ncithesaurus:Aqueous_Humor""}"
UBERON:0001797,"D014822 {mapping:provider=""https://github.com/biopragmatics/biomappings"", mapping:justification=""https://w3id.org/semapv/vocab/LexicalMatching""}","C0229096 {source=""ncithesaurus:Vitreous_Humor""}"
UBERON:0001798,D014822,"C0042905 {source=""ncithesaurus:Vitreous_Body""}"
UBERON:0001799,,"C0229095 {source=""ncithesaurus:Vitreous_Chamber""}"
UBERON:0001800,D017950,"C0206429 {source=""ncithesaurus:Sensory_Ganglion""}"
UBERON:0001801,D000869,"C0003153 {source=""ncithesaurus:Anterior_Eye_Segment""}"
UBERON:0001802,,"C0278450 {source=""ncithesaurus:Posterior_Eye_Segment""}"
UBERON:0001804,,"C0229232 {source=""ncithesaurus:Lens_Capsule""}"
UBERON:0001805,D005725,"C0017068 {source=""ncithesaurus:Autonomic_Ganglion""}"
UBERON:0001806,"D005728 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}","C0017071 {source=""ncithesaurus:Sympathetic_Ganglion""}"
UBERON:0001808,"D005726 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}","C0017069 {source=""ncithesaurus:Parasympathetic_Ganglion""}"
UBERON:0001809,,"C0501399 {source=""ncithesaurus:Enteric_Ganglion""}"
UBERON:0001810,,"C0501403 {source=""ncithesaurus:Nerve_Plexus""}"
UBERON:0001811,D003228,"C0009758 {source=""ncithesaurus:Conjunctiva""}"
UBERON:0001812,,"C0229274 {source=""ncithesaurus:Palpebral_Conjunctiva""}"
UBERON:0001813,,"C0228603 {source=""ncithesaurus:Spinal_Nerve_Plexus""}"
UBERON:0001814,D001917,"C0006090 {source=""ncithesaurus:Brachial_Plexus""}"
UBERON:0001815,D008160,"C0024093 {source=""ncithesaurus:Lumbosacral_Plexus""}"
UBERON:0001817,,"C0022907 {source=""ncithesaurus:Lacrimal_Gland""}"
UBERON:0001818,D008537,"C0025181 {source=""ncithesaurus:Meibomian_Gland""}"
UBERON:0001820,D013545,"C0038989 {source=""ncithesaurus:Sweat_Gland""}"
UBERON:0001821,D012627,"C0036505 {source=""ncithesaurus:Sebaceous_Gland""}"
UBERON:0001823,"D055171 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}","C0225415 {source=""ncithesaurus:Nasal_Cartilage""}"
UBERON:0001824,D007820,"C0023053 {source=""ncithesaurus:Laryngeal_Mucosa""}"
UBERON:0001825,D010256,"C0030471 {source=""ncithesaurus:Paranasal_Sinus""}"
UBERON:0001827,D013666,"C0039409 {source=""ncithesaurus:Tear""}"
UBERON:0001828,D005881,"C0017562 {source=""ncithesaurus:Gingiva""}"
UBERON:0001829,,"C0930553 {source=""ncithesaurus:Major_Salivary_Gland""}"
UBERON:0001830,D012470,"C0036099 {source=""ncithesaurus:Minor_Salivary_Gland""}"
UBERON:0001831,D010306,"C0030580 {source=""ncithesaurus:Parotid_Gland""}"
UBERON:0001832,D013361,"C0038553 {source=""ncithesaurus:Sublingual_Salivary_Gland""}"
UBERON:0001833,D008046,"C0023759 {source=""ncithesaurus:Lip""}"
UBERON:0001835,,"C0458583 {source=""ncithesaurus:Lower_Lip""}"
UBERON:0001836,D012463,"C0036087 {source=""ncithesaurus:Saliva""}"
UBERON:0001837,D018987,
UBERON:0001839,,"C0458699 {source=""ncithesaurus:Osseous_Labyrinth""}"
UBERON:0001840,D012665,"C0036622 {source=""ncithesaurus:Semicircular_Canal""}"
UBERON:0001841,,"C1288332 {source=""ncithesaurus:Superior_Semicircular_Canal""}"
UBERON:0001842,,"C0229454 {source=""ncithesaurus:Posterior_Semicircular_Canal""}"
UBERON:0001844,D003051,"C0009195 {source=""ncithesaurus:Cochlea"", source=""BIRNLEX:1190""},C1278895 {source=""BIRNLEX:1190""}"
UBERON:0001845,D010498,"C0031059 {source=""ncithesaurus:Perilymph""}"
UBERON:0001846,D007758,"C0022889 {source=""ncithesaurus:Internal_Ear"", source=""BIRNLEX:1196""},C1268973 {source=""BIRNLEX:1196""}"
UBERON:0001847,,"C0229315 {source=""ncithesaurus:Lobule_of_the_Auricle""}"
UBERON:0001849,,"C0458700 {source=""ncithesaurus:Membranous_Labyrinth""}"
UBERON:0001852,D004710,"C0014166 {source=""ncithesaurus:Endolymph""}"
UBERON:0001853,,"C0042158 {source=""ncithesaurus:Utricle""}"
UBERON:0001854,,"C0036029 {source=""ncithesaurus:Saccule""}"
UBERON:0001855,D003053,"C1281166 {source=""BIRNLEX:2562""},C1323110 {source=""ncithesaurus:Cochlear_Duct"", source=""BIRNLEX:2562""}"
UBERON:0001856,"D054776 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}","C1323109 {source=""ncithesaurus:Semicircular_Duct""}"
UBERON:0001860,D004711,
UBERON:0001862,"D014722 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}","C0042606 {source=""ncithesaurus:Vestibular_Labyrinth""}"
UBERON:0001863,"D054738 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}",
UBERON:0001864,D012533,
UBERON:0001866,D012629,"C0036511 {source=""ncithesaurus:Sebum""}"
UBERON:0001867,D004425,"C0013445 {source=""ncithesaurus:External_Ear_Cartilage""}"
UBERON:0001869,,"C0228174 {source=""ncithesaurus:Cerebral_Hemisphere""},C0242202 {source=""BIRNLEX:1042""}"
UBERON:0001870,"D005625 {mapping:provider=""https://github.com/biopragmatics/biomappings"", mapping:justification=""https://w3id.org/semapv/vocab/LexicalMatching""}",
UBERON:0001871,D013702,"C0039485 {source=""BIRNLEX:1160"", source=""ncithesaurus:Temporal_Lobe""},C1268978 {source=""BIRNLEX:1160""}"
UBERON:0001872,D010296,"C0030560 {source=""BIRNLEX:1148"", source=""ncithesaurus:Parietal_Lobe_of_the_Brain""}"
UBERON:0001873,D002421,"C0007461 {source=""ncithesaurus:Caudate_Nucleus"", source=""BIRNLEX:1373""}"
UBERON:0001874,D011699,"C0034169 {source=""ncithesaurus:Putamen""}"
UBERON:0001875,D005917,"C0017651 {source=""BIRNLEX:1234"", source=""ncithesaurus:Globus_Pallidus""}"
UBERON:0001876,D000679,"C0002708 {source=""BIRNLEX:1241"", source=""ncithesaurus:Amygdala""}"
UBERON:0001877,,"C0175233 {source=""BIRNLEX:1668""}"
UBERON:0001878,,"C0694603 {source=""BIRNLEX:730""}"
UBERON:0001879,,"C0175227 {source=""BIRNLEX:719"", source=""ncithesaurus:Nucleus_of_Diagonal_Band""}"
UBERON:0001880,,"C0228365 {source=""BIRNLEX:724""}"
UBERON:0001881,D020670,"C0262264 {source=""BIRNLEX:1113""}"
UBERON:0001882,D009714,"C0028633 {source=""ncithesaurus:Accumbens_Nucleus""}"
UBERON:0001883,D066208,
UBERON:0001884,D010791,"C0031774 {source=""ncithesaurus:Phrenic_Nerve""}"
UBERON:0001885,D018891,"C0152314 {source=""ncithesaurus:Dentate_Gyrus""}"
UBERON:0001886,D002831,"C0008524 {source=""ncithesaurus:Choroid_Plexus""}"
UBERON:0001887,D020772,"C0152341 {source=""BIRNLEX:1659"", source=""ncithesaurus:Internal_Capsule""}"
UBERON:0001888,,"C0152330 {source=""BIRNLEX:1559""}"
UBERON:0001890,D016548,"C0085140 {source=""ncithesaurus:Fore-Brain"", source=""BIRNLEX:1509""}"
UBERON:0001891,D008636,"C0025462 {source=""BIRNLEX:1667"", source=""ncithesaurus:Mesencephalon""}"
UBERON:0001893,D013687,"C0039452 {source=""BIRNLEX:1115""}"
UBERON:0001894,D004027,"C0012144 {source=""ncithesaurus:Diencephalon"", source=""BIRNLEX:1503""}"
UBERON:0001895,D020540,"C0376353 {source=""BIRNLEX:965""},C1516904 {source=""ncithesaurus:Epencephalon""}"
UBERON:0001896,D008526,"C0025148 {source=""ncithesaurus:Medulla_Oblongata"", source=""BIRNLEX:957""},C1269575 {source=""BIRNLEX:957""}"
UBERON:0001897,,"C0039729 {source=""BIRNLEX:954"", source=""ncithesaurus:Thalamus""}"
UBERON:0001898,D007031,"C0020663 {source=""BIRNLEX:734"", source=""ncithesaurus:Hypothalamus""}"
UBERON:0001899,D019261,"C0152361 {source=""BIRNLEX:1710"", source=""ncithesaurus:Epithalamus""}"
UBERON:0001900,D020530,"C0152349 {source=""BIRNLEX:708"", source=""ncithesaurus:Ventral_Thalamus""}"
UBERON:0001901,,"C1179002 {source=""ncithesaurus:Tracheal_Epithelium""}"
UBERON:0001904,D019262,"C0152362 {source=""BIRNLEX:1611""}"
UBERON:0001905,D010870,"C0031939 {source=""ncithesaurus:Pineal_Gland"", source=""BIRNLEX:1184""}"
UBERON:0001906,D020531,"C0152355 {source=""ncithesaurus:Subthalamic_Nucleus""}"
UBERON:0001907,"D065820 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}",
UBERON:0001908,D014795,"C0152405 {source=""ncithesaurus:Optic_Tract"", source=""BIRNLEX:1684""}"
UBERON:0001909,,"C0152363 {source=""BIRNLEX:1609""}"
UBERON:0001910,D008474,"C0025055 {source=""BIRNLEX:908"", source=""ncithesaurus:Medial_Forebrain_Bundle""}"
UBERON:0001911,D008321,"C0929301 {source=""ncithesaurus:Mammary_Gland""}"
UBERON:0001913,D008892,"C1511310 {source=""ncithesaurus:Breast_Fluid_or_Secretion""}"
UBERON:0001914,D003126,"C0009413 {source=""ncithesaurus:Colostrum""}"
UBERON:0001915,,"C0006904 {source=""ncithesaurus:Capillary_Endothelium""}"
UBERON:0001916,,"C1179024 {source=""ncithesaurus:Arteriole_Endothelium""}"
UBERON:0001917,,"C1179025 {source=""ncithesaurus:Artery_Endothelium""}"
UBERON:0001918,,"C1179026 {source=""ncithesaurus:Venule_Endothelium""}"
UBERON:0001919,,"C1179027 {source=""ncithesaurus:Vein_Endothelium""}"
UBERON:0001920,,"C0175253 {source=""BIRNLEX:764""}"
UBERON:0001921,,"C0228327 {source=""BIRNLEX:770""}"
UBERON:0001922,,"C0228352 {source=""ncithesaurus:Parafascicular_Nucleus_of_the_Thalamus"", source=""BIRNLEX:952""}"
UBERON:0001923,,"C0920328 {source=""BIRNLEX:971""}"
UBERON:0001924,,"C0228354 {source=""BIRNLEX:981""}"
UBERON:0001925,,"C0228339 {source=""BIRNLEX:1237"", source=""ncithesaurus:Ventrolateral_Nucleus_of_the_Thalamus""}"
UBERON:0001926,,"C0086526 {source=""ncithesaurus:External_Geniculate_Body"", source=""BIRNLEX:1662""}"
UBERON:0001927,,"C0086596 {source=""ncithesaurus:Internal_Geniculate_Body"", source=""BIRNLEX:1670""}"
UBERON:0001928,D011301,"C0033063 {source=""BIRNLEX:1706""},C1284641 {source=""BIRNLEX:1706""}"
UBERON:0001929,D013495,"C0038869 {source=""BIRNLEX:1411""}"
UBERON:0001930,D010286,"C0030532 {source=""BIRNLEX:1407""}"
UBERON:0001931,,"C0175312 {source=""BIRNLEX:1722""},C1289556 {source=""BIRNLEX:1722""}"
UBERON:0001932,D001111,"C0003741 {source=""BIRNLEX:1638"", source=""ncithesaurus:Arcuate_Nucleus""}"
UBERON:0001933,,"C0262326 {source=""BIRNLEX:1569""}"
UBERON:0001934,D004302,"C0013055 {source=""BIRNLEX:1558""}"
UBERON:0001935,D014697,"C0042518 {source=""BIRNLEX:1572""}"
UBERON:0001936,,"C0228377 {source=""BIRNLEX:1271""},C1289549 {source=""BIRNLEX:1271""}"
UBERON:0001937,,"C0086527 {source=""BIRNLEX:1199""}"
UBERON:0001938,,"C0152357 {source=""BIRNLEX:1460""},C1289570 {source=""BIRNLEX:1460""}"
UBERON:0001939,,"C0175329 {source=""BIRNLEX:1299""},C1289568 {source=""BIRNLEX:1299""}"
UBERON:0001940,,"C0228378 {source=""BIRNLEX:1479""},C1289571 {source=""BIRNLEX:1479""}"
UBERON:0001941,,"C0228390 {source=""BIRNLEX:1438""}"
UBERON:0001942,,"C0228389 {source=""BIRNLEX:1431""}"
UBERON:0001943,"D013681 {mapping:provider=""https://github.com/biopragmatics/biomappings"", mapping:justification=""https://w3id.org/semapv/vocab/LexicalMatching""}","C0039441 {source=""BIRNLEX:1200""}"
UBERON:0001944,"D066250 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}","C0175354 {source=""BIRNLEX:703""}"
UBERON:0001945,D013477,"C0228405 {source=""BIRNLEX:1040""}"
UBERON:0001946,D007245,"C0228411 {source=""BIRNLEX:806""}"
UBERON:0001947,D012012,"C0034910 {source=""BIRNLEX:1478""}"
UBERON:0001948,,"C1268166 {source=""ncithesaurus:Spinal_Cord_Part""}"
UBERON:0001949,,"C1179154 {source=""ncithesaurus:Gingival_Epithelium""}"
UBERON:0001950,D019579,"C0175173 {source=""BIRNLEX:2547""}"
UBERON:0001951,,"C1179157 {source=""ncithesaurus:Nasopharynx_Epithelium""}"
UBERON:0001952,,"C1179158 {source=""ncithesaurus:Oropharynx_Epithelium""}"
UBERON:0001953,,"C0175194 {source=""BIRNLEX:1108""}"
UBERON:0001954,D006624,"C0019564 {source=""BIRNLEX:721"", source=""ncithesaurus:Hippocampus""}"
UBERON:0001955,,"C1179179 {source=""ncithesaurus:Respiratory_Bronchiole_Epithelium""}"
UBERON:0001956,,"C0225604 {source=""ncithesaurus:Bronchus_Cartilage""}"
UBERON:0001957,,"C0225601 {source=""ncithesaurus:Bronchus_Submucosa""}"
UBERON:0001958,,"C1179400 {source=""ncithesaurus:Terminal_Bronchiole_Epithelium""}"
UBERON:0001959,,"C0229686 {source=""ncithesaurus:Splenic_White_Pulp""}"
UBERON:0001961,,"C0599921 {source=""ncithesaurus:Mucosa-Associated_Lymphoid_Tissue""}"
UBERON:0001962,,"C0596638 {source=""ncithesaurus:Gut_Associated_Lymphoid_Tissue""}"
UBERON:0001963,,"C1179418 {source=""ncithesaurus:Bronchus-Associated_Lymphoid_Tissue""}"
UBERON:0001965,"D065842 {mapping:provider=""https://github.com/biopragmatics/biomappings"", mapping:justification=""https://w3id.org/semapv/vocab/LexicalMatching""}","C0175412 {source=""BIRNLEX:990"", source=""ncithesaurus:Pars_Compacta""}"
UBERON:0001966,"D065841 {mapping:provider=""https://github.com/biopragmatics/biomappings"", mapping:justification=""https://w3id.org/semapv/vocab/LexicalMatching""}","C0175413 {source=""BIRNLEX:968""}"
UBERON:0001968,D012661,"C1518159 {source=""ncithesaurus:Male_Genital_System_Fluid_or_Secretion""},C2756969 {source=""ncithesaurus:Semen""}"
UBERON:0001969,D010949,"C0032105 {source=""ncithesaurus:Plasma""}"
UBERON:0001970,D001646,"C0005388 {source=""ncithesaurus:Bile""}"
UBERON:0001971,D005750,"C0017133 {source=""ncithesaurus:Gastric_Secretion""}"
UBERON:0001974,,"C1707949 {source=""ncithesaurus:Esophageal_Lamina_Propria""}"
UBERON:0001976,,"C1179544 {source=""ncithesaurus:Esophageal_Epithelium""}"
UBERON:0001977,"D044967 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}","C0229671 {source=""ncithesaurus:Serum""}"
UBERON:0001979,D014699,"C0042520 {source=""ncithesaurus:Venule""}"
UBERON:0001980,D001160,"C0003847 {source=""ncithesaurus:Arteriole""}"
UBERON:0001981,D001808,"C0005847 {source=""ncithesaurus:Blood_Vessel""}"
UBERON:0001982,D002196,"C0935624 {source=""ncithesaurus:Capillary""}"
UBERON:0001983,,"C1621887 {source=""ncithesaurus:Crypts_of_the_Lieberkuhn""}"
UBERON:0001984,,"C1179777 {source=""ncithesaurus:Large_Intestinal_Crypt_of_the_Lieberkuhn""}"
UBERON:0001985,D004728,"C0014259 {source=""ncithesaurus:Corneal_Endothelium""}"
UBERON:0001986,D004727,"C0014257 {source=""ncithesaurus:Endothelium""}"
UBERON:0001987,D010920,"C0032043 {source=""ncithesaurus:Placenta""}"
UBERON:0001988,D005243,"C0015733 {source=""ncithesaurus:Feces""}"
UBERON:0001989,D017783,"C0206257 {source=""ncithesaurus:Superior_Cervical_Ganglion""}"
UBERON:0001990,,"C0228999 {source=""ncithesaurus:Middle_Cervical_Ganglion""}"
UBERON:0001992,,"C0221930 {source=""ncithesaurus:Stratum_Papillare""},C0682598 {source=""ncithesaurus:Papillary_Dermis""}"
UBERON:0001993,,"C0682599 {source=""ncithesaurus:Reticular_Dermis""},C1514988 {source=""ncithesaurus:Stratum_Reticulare""}"
UBERON:0001994,,"C0225362 {source=""ncithesaurus:Hyaline_Cartilage""}"
UBERON:0001995,"D051445 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}","C0684077 {source=""ncithesaurus:Fibrocartilage""}"
UBERON:0001996,,"C0682559 {source=""ncithesaurus:Elastic_Cartilage""}"
UBERON:0001997,,"C0599332 {source=""BIRNLEX:2703"", source=""ncithesaurus:Olfactory_Epithelium""}"
UBERON:0001998,D013248,"C1305902 {source=""ncithesaurus:Sternocostal_Joint""}"
UBERON:0001999,,"C0224417 {source=""ncithesaurus:Iliopsoas_Muscle""}"
UBERON:0002000,,"C1744702 {source=""ncithesaurus:Gluteal_Muscle""}"
UBERON:0002001,,"C1261194 {source=""ncithesaurus:Joint_of_the_Rib""}"
UBERON:0002005,D017615,"C0206111 {source=""BIRNLEX:1166""}"
UBERON:0002006,,"C0933402 {source=""ncithesaurus:Lymph_Node_Cortex""}"
UBERON:0002008,,"C0459528 {source=""ncithesaurus:Cardiac_Nerve_Plexus""}"
UBERON:0002010,D002447,
UBERON:0002011,,"C0933449 {source=""ncithesaurus:Thoracodorsal_Artery""}"
UBERON:0002012,D011651,"C0034052 {source=""ncithesaurus:Pulmonary_Artery""}"
UBERON:0002014,,"C0205797 {source=""ncithesaurus:Inferior_Hypogastric_Nerve_Plexus""}"
UBERON:0002015,,"C0227637 {source=""ncithesaurus:Renal_Capsule""}"
UBERON:0002016,D011667,"C0034090 {source=""ncithesaurus:Pulmonary_Vein""}"
UBERON:0002017,D011169,"C0032718 {source=""ncithesaurus:Portal_Vein""}"
UBERON:0002018,D013583,"C0039099 {source=""ncithesaurus:Synovial_Membrane""}"
UBERON:0002019,D000055,"C0000905 {source=""ncithesaurus:Accessory_Nerve"", source=""BIRNLEX:812""},C1305777 {source=""BIRNLEX:812""}"
UBERON:0002020,"D066128 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}","C0018220 {source=""ncithesaurus:Gray_Matter""}"
UBERON:0002021,D009778,"C0028785 {source=""BIRNLEX:1136"", source=""ncithesaurus:Occipital_Lobe""}"
UBERON:0002022,,"C0021640 {source=""BIRNLEX:1117""}"
UBERON:0002023,,"C0008910 {source=""BIRNLEX:1522"", source=""ncithesaurus:Claustrum""}"
UBERON:0002024,,"C0459526 {source=""ncithesaurus:Internal_Carotid_Nerve_Plexus""}"
UBERON:0002025,,"C0221925 {source=""ncithesaurus:Stratum_Basale""}"
UBERON:0002026,,"C0221924 {source=""ncithesaurus:Stratum_Spinosum""}"
UBERON:0002027,,"C0221921 {source=""ncithesaurus:Stratum_Corneum""}"
UBERON:0002028,D012249,"C0035507 {source=""ncithesaurus:Hind-Brain"", source=""BIRNLEX:942""},C1522180 {source=""BIRNLEX:942""}"
UBERON:0002029,,"C1180206 {source=""ncithesaurus:Gallbladder_Epithelium""}"
UBERON:0002030,D009558,"C0028109 {source=""ncithesaurus:Nipple""}"
UBERON:0002031,,"C0599333 {source=""ncithesaurus:Bronchial_Epithelium""}"
UBERON:0002032,,"C0222608 {source=""ncithesaurus:Areola""}"
UBERON:0002034,D013493,"C0038866 {source=""ncithesaurus:Suprachiasmatic_Nucleus"", source=""BIRNLEX:1325""},C1289559 {source=""BIRNLEX:1325""}"
UBERON:0002035,,"C0175313 {source=""BIRNLEX:706""},C1289555 {source=""BIRNLEX:706""}"
UBERON:0002036,,"C1331262 {source=""ncithesaurus:Striated_Muscle_Tissue""}"
UBERON:0002037,D002531,"C0007765 {source=""BIRNLEX:1489"", source=""ncithesaurus:Cerebellum""},C1268981 {source=""BIRNLEX:1489""}"
UBERON:0002038,D013378,"C0038590 {source=""BIRNLEX:789"", source=""ncithesaurus:Substantia_Nigra""},C1269578 {source=""BIRNLEX:789""}"
UBERON:0002040,D001981,"C0006257 {source=""ncithesaurus:Bronchial_Artery""}"
UBERON:0002042,D004729,"C1180786 {source=""ncithesaurus:Lymphatic_Vessel_Endothelium""}"
UBERON:0002043,"D065847 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}","C0175392 {source=""BIRNLEX:982""}"
UBERON:0002044,,"C0262291 {source=""BIRNLEX:896""}"
UBERON:0002045,,"C0228548 {source=""ncithesaurus:Cuneate_Nucleus""},C0587939 {source=""BIRNLEX:2640""}"
UBERON:0002046,D013961,"C0040132 {source=""ncithesaurus:Thyroid_Gland""}"
UBERON:0002047,,"C0175423 {source=""BIRNLEX:1110""}"
UBERON:0002048,D008168,"C0024109 {source=""ncithesaurus:Lung""}"
UBERON:0002050,D004628,"C0013948 {source=""ncithesaurus:Embryonic_Structure""}"
UBERON:0002051,,"C1181296 {source=""ncithesaurus:Bronchiole_Epithelium""}"
UBERON:0002052,,"C1181304 {source=""ncithesaurus:Adrenal_Gland_Capsule""}"
UBERON:0002053,D015384,
UBERON:0002054,D015383,
UBERON:0002055,D015385,
UBERON:0002056,,"C0226334 {source=""ncithesaurus:Inferior_Suprarenal_Artery""}"
UBERON:0002057,,"C1181536 {source=""ncithesaurus:Phrenic_Artery""}"
UBERON:0002059,,"C0229063 {source=""ncithesaurus:Submandibular_Ganglion""}"
UBERON:0002060,D005263,"C0015801 {source=""ncithesaurus:Femoral_Artery""}"
UBERON:0002061,D014338,"C1519589 {source=""ncithesaurus:Trancus_Arteriosus""}"
UBERON:0002062,"D054089 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}",
UBERON:0002063,,"C0225857 {source=""ncithesaurus:Sinus_Venarum""},C0231084 {source=""ncithesaurus:Sinus_Venosus""}"
UBERON:0002064,,"C0231083 {source=""ncithesaurus:Common_Cardinal_Vein""}"
UBERON:0002065,,"C0231087 {source=""ncithesaurus:Posterior_Cardinal_Vein""}"
UBERON:0002066,D014471,"C0041637 {source=""ncithesaurus:Umbilical_Vein""}"
UBERON:0002067,D020405,"C0011646 {source=""ncithesaurus:Dermis""}"
UBERON:0002068,D014497,"C0041916 {source=""ncithesaurus:Urachus""}"
UBERON:0002069,,"C0221923 {source=""ncithesaurus:Stratum_Granulosum""}"
UBERON:0002070,,"C0226317 {source=""ncithesaurus:Superior_Pancreatico-Duodenal_Artery""}"
UBERON:0002071,,"C0221922 {source=""ncithesaurus:Stratum_Lucidum""},C1514985 {source=""ncithesaurus:Stratum_Conjunctum""}"
UBERON:0002072,"D040521 {mapping:provider=""https://github.com/biopragmatics/biomappings"", mapping:justification=""https://w3id.org/semapv/vocab/LexicalMatching""}","C0278403 {source=""ncithesaurus:Subcutis""}"
UBERON:0002073,D018859,"C0221971 {source=""ncithesaurus:Hair_Follicle""}"
UBERON:0002074,,"C0221961 {source=""ncithesaurus:Shaft_of_the_Hair""}"
UBERON:0002075,D014781,"C0042779 {source=""ncithesaurus:Viscera""}"
UBERON:0002078,,"C0225844 {source=""ncithesaurus:Right_Atrium""}"
UBERON:0002079,,"C0225860 {source=""ncithesaurus:Left_Atrium""}"
UBERON:0002080,,"C0225883 {source=""ncithesaurus:Right_Ventricle""}"
UBERON:0002081,D006325,"C0018792 {source=""ncithesaurus:Cardiac_Atrium""}"
UBERON:0002082,D006352,"C0018827 {source=""ncithesaurus:Cardiac_Ventricle""}"
UBERON:0002083,,"C1288338 {source=""ncithesaurus:Ductus_Venosus""}"
UBERON:0002084,,"C0225897 {source=""ncithesaurus:Left_Ventricle""}"
UBERON:0002085,,"C0225836 {source=""ncithesaurus:Interatrial_Septum""}"
UBERON:0002090,"D013131 {mapping:provider=""https://github.com/biopragmatics/biomappings"", mapping:justification=""https://w3id.org/semapv/vocab/LexicalMatching""}",
UBERON:0002091,,"C0222646 {source=""ncithesaurus:Appendicular_Skeleton""}"
UBERON:0002092,,"C0459393 {source=""ncithesaurus:Cerebral_Dura_Mater""}"
UBERON:0002093,,"C0228124 {source=""ncithesaurus:Spinal_Cord_Dura_Mater""}"
UBERON:0002094,,"C0225870 {source=""ncithesaurus:Interventricular_Septum""}"
UBERON:0002095,D008643,"C0025474 {source=""ncithesaurus:Mesentery""}"
UBERON:0002097,D012867,"C1123023 {source=""ncithesaurus:Skin""}"
